category,child_category,title,description,price,nutrients,image
Десерты,Десерты,Чизкейк со смородиновым соусом,"Сливочно-сырный чизкейк на тонкой основе из песочного печенья. Подаётся с соусом из черной смородины. Украшается мятой. СОСТАВ: Сливочный сыр, корж песочный, сливки, масло сливочное, яйцо куриное, сахарный песок. ВЕС: 110/30",390,В 100 г287.3 ккалБелки4.4 гЖиры15.6 гУглеводы32.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Fd7bfad65a5af34314c54c4e1ed6714bb.JPEG&width=1056&height=1056
Десерты,Десерты,Чизкейк с манго-апельсиновым соусом,"Сливочно-сырный чизкейк на тонкой основе из песочного печенья. Подаётся с соусом из манго и апельсина. Украшается мятой. СОСТАВ: Основа из творожного сыра и сливок на песочной подложке, пюре из манго и апельсина, мята. ВЕС: 110/30",390,В 100 г187.6 ккалБелки3.3 гЖиры11.8 гУглеводы17.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F1d00261e40907ab85085e99d0efc4003.JPEG&width=1056&height=1056
Десерты,Десерты,Чизкейк классический,"Сливочно-сырный чизкейк на тонкой основе из песочного печенья. СОСТАВ: Сливочный сыр, песочный корж, сливки, сливочное масло, куриное яйцо, сахарный песок ВЕС: 110",320,В 100 г277.6 ккалБелки5 гЖиры18.4 гУглеводы23.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F9af10da382b0c4de70e2354fbad5d85b.JPEG&width=1056&height=1056
Десерты,Десерты,Торт Хамелеон,"СОСТАВ: Медовый бисквит, суфле, молоко сгущенное, масло сливочное, безе, грецкий орех, фундучная паста. ВЕС: 120",410,В 100 г387.3 ккалБелки3.5 гЖиры25.2 гУглеводы36.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F46a885e0d4d730ca491e61f26ef1e736.JPEG&width=1056&height=1056
Десерты,Десерты,Торт Сникерс,"СОСТАВ: Шоколадный бисквит, масляный крем, карамель, арахис. ВЕС: 130",420,В 100 г405.7 ккалБелки7.8 гЖиры24.1 гУглеводы39.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F1f39b4cdb2ba5aeba31b4680851d4bf2.JPEG&width=1056&height=1056
Десерты,Десерты,Торт Прага,"СОСТАВ: Шоколадный бисквит, фундучная паста, пюре арбрикос, шоколад, коньяк, молоко сгущеное, масло сливочное. ВЕС: 110",410,В 100 г319.4 ккалБелки5.8 гЖиры19.6 гУглеводы30 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F11debfdef1ee4cbb364b65c2f8390013.JPEG&width=1056&height=1056
Десерты,Десерты,Моти с черной смородиной,"Нежный японский десерт в тонкой оболочке из рисовой муки. Внутри тающий сливочный крем и начинка из чёрной смородины. Подаётся с соусом из чёрной смородины. Украшается сахарной пудрой и мятой. СОСТАВ: Рисовое тесто, сырный крем, начинка из чёрной смородины, соус смородиновый, мята, сахарная пудра. ВЕС: 100/15",370,В 100 г194 ккалБелки3.6 гЖиры5.5 гУглеводы32.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Fc8a1c00f407c2b3fff53c8eef1f73512.JPEG&width=1056&height=1056
Десерты,Десерты,Моти манго-маракуйя,"Нежнейший японский десерт в тонкой оболочке из рисовой муки. Внутри тающий сливочный крем с яркой начинкой из пюре манго и маракуйя. Подаётся с соусом из манго и мякоти апельсина. Украшается сахарной пудрой и мятой. Рисовое тесто, сырный крем, начинка из пюре манго и пюре маракуйя, соус манго-апельсин, мята, сахарная пудра. ВЕС: 100/15",370,В 100 г172 ккалБелки3.5 гЖиры5.4 гУглеводы27.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F25b26ad155a203b40d4b83540671875d.JPEG&width=1056&height=1056
Десерты,Десерты,Морковный торт,"Сочный пряный морковный кекс с изюмом и хрустящими тыквенными семечками, пропитанный солёной карамелью с прослойкой из сливочного крема. СОСТАВ: Морковный кекс с корицей, изюмом и тыквенными семечками, сливочная солёная карамель, творожный сливочный крем. ВЕС: 130",350,В 100 г299.7 ккалБелки5.3 гЖиры17.7 гУглеводы29.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Fb4c749adb5488de1ab03dc8f78e9310c.JPEG&width=1056&height=1056
Десерты,Десерты,Меренговый рулет,"Нежный десерт гармонично сочетающий в себе сладость меренги и кислотность маракуйи. СОСТАВ: Меренга, начинка из пюре маракуйя и пюре манго, сырный крем. ВЕС: 100",350,В 100 г234.8 ккалБелки3.7 гЖиры10.8 гУглеводы30.5 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F32d7129848185460c22e4010174cd441.JPEG&width=1056&height=1056
Торты,Торты,Торт Чизкейк классический целый,"ВНИМАНИЕ: Заказы на целые торты принимаются не позднее чем за 2 дня до даты доставки! СОСТАВ: Сливочный сыр, корж песочный, сливки, масло сливочное, яйцо куриное, сахарный песок, мята. ВЕС: 1300",1950,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F384%2F893a3dc2-6d57-4758-bd97-0293e228cf3c.jpg&width=627&height=627
Торты,Торты,Торт Три шоколада целый,"ВНИМАНИЕ: Заказы на целые торты принимаются не позднее чем за 2 дня до даты доставки! СОСТАВ: Мусс из 3-х видов шоколада (темный, молочный, белый), шоколадный бисквит. ВЕС: 1300",1950,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F382%2F40e75482-060f-4203-9fe4-d15f35b3199f.jpg&width=627&height=627
Торты,Торты,Торт Сникерс целый,"ВНИМАНИЕ: Заказы на целые торты принимаются не позднее чем за 2 дня до даты доставки! СОСТАВ: Шоколадный бисквит, масляный крем, карамель, арахис. ВЕС: 1400",2100,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F381%2F1d4508b1-8690-4bed-b74a-a73de1eb082b.jpg&width=627&height=627
Торты,Торты,Торт Прага целый,"ВНИМАНИЕ: Заказы на целые торты принимаются не позднее чем за 2 дня до даты доставки! СОСТАВ: Шоколадный бисквит, фундучная паста, пюре арбрикос, шоколад, коньяк, молоко сгущеное, масло сливочное. ВЕС: 1400",2100,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F378%2Fce2c44cb-1bae-44c0-9579-9d43a132cbe6.jpg&width=627&height=627
Торты,Торты,Торт морковный целый,"ВНИМАНИЕ: Заказы на целые торты принимаются не позднее чем за 2 дня до даты доставки! СОСТАВ: Морковный кекс, сливочный сыр, сливочная соленая карамель, тыквенные семечки, изюм, сливочный творожный сыр, безе. ВЕС: 1500",2250,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F377%2Fb305901d-3ee7-4576-8e6e-9ae63476c8bb.jpg&width=627&height=627
Торты,Торты,Рулет меренговый манго-маракуйя целый,"ВНИМАНИЕ: Заказы на целые торты принимаются не позднее чем за 2 дня до даты доставки! СОСТАВ: Меренга, начинка из пюре маракуйя и пюре манго, сырный крем, мята. ВЕС: 800",1200,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F376%2Fbacdda07-e93b-40b1-9ab2-0d24f06a54a3.jpg&width=627&height=627
Напитки,Напитки,Апельсиновый фреш 250мл,СОСТАВ: Апельсин.,400,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F211%2F358342_402cecd8-219e-48a8-b1d1-1d82f1ee11f5.jpg&width=618&height=618
Напитки,Напитки,Лимонад Классический 500мл,,350,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F206%2F358342_cf612100-8631-4970-9f38-c09c92d0ccf3.jpg&width=813&height=813
Напитки,Напитки,Лимонад Мохито 500мл,,350,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F207%2F358342_ee4c7ac4-6f5a-43ee-8d8e-5bf37370eb16.jpg&width=813&height=813
Напитки,Напитки,Облепихово-имбирный морс 250мл,"250 мл

Облепиха, имбирь, сахарный песок, вода",150,"41

ККал

0

Белки

10.20

Углеводы

0

Жиры

На 100 грамм *",https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2F7e11c1ee62f46f8a039018b826894f3d.JPEG&folder=ayamm&width=1056&height=1056
Напитки,Напитки,Клюквенный морс 250мл,"250 мл

Клюква, сахарный песок, вода",150,"39.90

ККал

0

Белки

10

Углеводы

0

Жиры

На 100 грамм *",https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2F022a4cd4bcd55a2f62f0b8dbe9de36cc.JPEG&folder=ayamm&width=1056&height=1056
Напитки,Напитки,"
Клубничная крем-сода 500мл","500 мл

Ванильный сироп, клубничный сироп, карамельный сироп, яблочная кислота, лимонная кислота, лимонный сок, содовая.",350,,https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2Fc7d5fe4363c667eeff6f45d6e636f006.WEBP&folder=ayamm&width=1056&height=1056
Напитки,Напитки,"
Содовая кокос-лайм 500мл","500 мл

Сахарный сироп, кокосовый сироп, яблочная кислота, лимонная кислота, лимонный сок, содовая, лайм.",350,,https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2Fb3d1b8667b859dc251837227c0035f30.WEBP&folder=ayamm&width=1056&height=1056
Напитки,Напитки,Вино б/а Ханс Баер розовое 750мл,750 мл,2800,,https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2Ff3b9c7119d627c64111c7443c4143659.WEBP&folder=ayamm&width=1056&height=1056
Напитки,Напитки,"
Вода Даусуз газ 275мл",275мл,280,,https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2F1a8755a3594a0baafdccff007eb249e0.WEBP&folder=ayamm&width=1056&height=1056
Напитки,Напитки,Вода Даусуз негаз 275мл,275мл,280,,https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2F1a8755a3594a0baafdccff007eb249e0.WEBP&folder=ayamm&width=1056&height=1056
Напитки,Напитки,Сок Риоба Вишня 1л,1л,400,,https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2Fdaf25996f738b78bbc75ab17a3d2a07d.WEBP&folder=ayamm&width=1056&height=1056
Напитки,Напитки,Сок Риоба Яблоко 1л,1л,400,,https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2Fbd6cf1fe25a59e8efa2871d04bca707e.WEBP&folder=ayamm&width=1056&height=1056
Напитки,Напитки,"
Молочный коктейль 250мл",250мл,350,,https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2F67fba9a9fb1d21dda0dd1aa05cd1b08a.WEBP&folder=ayamm&width=1056&height=1056
Соусы,Соусы,Цезарь соус,"Майонезно-пикантный соус с ароматом копченостей, чеснока и сыра. Отличное вкусовое дополнение ко всем нашим закускам. ВЕС: 30",100,В 100 г196.1 ккалБелки8 гЖиры14.7 гУглеводы7.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F340%2F358342_92fe5eee-6401-4a48-bf5b-26d2e44fa4ad.jpg&width=692&height=692
Соусы,Соусы,Унаги соус,"СОСТАВ: Соевый соус, сахар, пектин. ВЕС: 30",100,В 100 г238.6 ккалБелки2.8 гЖиры0.2 гУглеводы56.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F339%2F358342_f3e9b7da-8b1d-4592-a3d5-8f937e028448.jpg&width=692&height=692
Соусы,Соусы,Терияки соус,"СОСТАВ: Соевый соус, сахар, чеснок, красный перец молотый, имбирь, уксус, пектин. ВЕС: 30",100,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F338%2F358342_d13399a0-e29e-46ca-ad2d-79b9bb775ec0.jpg&width=692&height=692
Соусы,Соусы,Тамаши соус,"Соус имеет сладко-соевый вкус с ароматом кунжута. Подходит к роллам с лососем, ко всем европейским роллам и закускам. СОСТАВ: Терияки, соус сладкий чили, кунжутное масло. ВЕС: 30",100,В 100 г156.7 ккалБелки4.2 гЖиры5.4 гУглеводы22.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F337%2F358342_bfb04798-2805-4277-a8ff-299e16bb8ac0.jpg&width=692&height=692
Соусы,Соусы,Спайси соус,"СОСТАВ: Майонез, аджика, соус Кимчи ВЕС: 30",100,В 100 г117.3 ккалБелки4.6 гЖиры7.2 гУглеводы8.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F369%2F358342_356784f5-88b6-47ba-99d8-d28ee23580e2.jpg&width=692&height=692
Соусы,Соусы,Гедза соус,"Необычное сочетание апельсина и острого соуса кимчи придает соусу гёдза особую пикантность. Имеет свежий и одновременно кисло-острый вкус, прекрасно подходит ко всем закускам СОСТАВ: Огурцы, апельсин, помидоры, кимчи, соевый соус, мицукан, кимчи, кинза, кунжут. ВЕС: 30",100,В 100 г155.4 ккалБелки1.7 гЖиры1.1 гУглеводы34.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F336%2F358342_a5432ac5-7a15-414a-ab4e-375ffb9bdd5c.jpg&width=813&height=813
Соусы,Соусы,Гамадари соус,"Имеет ярко выраженный кунжутно-ореховый соус, прекрасно подходит ко всем блюдам, содержащим салат чука. СОСТАВ: растительное масло, соевый соус, уксус, сахар, вода, экстракт грибов, яичный желток, кунжутное семя, сахар, специи, загуститель. ВЕС: 30",100,В 100 г473.1 ккалБелки23.4 гЖиры37.5 гУглеводы10.5 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F335%2F358342_c5332076-d8ec-4975-a774-6e23968d6b39.jpg&width=680&height=680
Соусы,Соусы,Васаби-Майо соус,"Майонез, соус васаби, молоко сгущеное, сок лимона",100,В 100 г185.9 ккалБелки4.2 гЖиры10.6 гУглеводы18.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F373%2F358342_852cbace-80d8-4c88-9e00-fdc65fecea5d.jpg&width=692&height=692
Закуски,Закуски,Тайская лепешка,"СОСТАВ: Рис, кляр, сухари панко. ВЕС: 100",90,В 100 г263.9 ккалБелки7.2 гЖиры1.8 гУглеводы54.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F358%2F358342_55086057-e6f8-4486-97d6-104ff68ed9da.jpg&width=618&height=618
Закуски,Закуски,Эби Темпура,"Маринованные креветки в чесночно-имбирной пасте обжариваются во фритюре в хрустящем кляре и подаются со сладко-острым соусом. СОСТАВ: Тигровые креветки, тесто кляр, сухари панко, соус соевый, паста чесночно-имбирная, соус чили сладкий. ВЕС: 120/20",620,В 100 г47.9 ккалБелки0.7 гЖиры3.2 гУглеводы4.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F351%2F358342_137f01da-67f2-4c5f-8a00-7a9264379366.jpg&width=618&height=618
Закуски,Закуски,Пельмени Гедза,"Традиционные японские пельмени с начинкой из лосося и овощей. Сначала мы доводим до хрустящей корочки во фритюре, после чего глазируем в соевом соусе и подаем с фирменным кисло-острым соусом гёдза. СОСТАВ: Лосось, тесто пшеничное, лук репчатый, капуста пекинская, сельдерей, болгарский перец, кинза, тесто, бульон куриный, соус соевый, соус терияки, соус гедза. ВЕС: 130/20",660,В 100 г222.7 ккалБелки2.7 гЖиры16.4 гУглеводы16 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F259%2F358342_0feb7426-02d5-4e4d-a4c9-49889001baac.jpg&width=618&height=618
Закуски,Закуски,Мидии запеченные 5 шт,"Крупные мидии ""Гигант киви"" запеченные под нашим фирменным яки соусом обладают нежной сливочной структурой и приятным соево-сладким послевкусием. СОСТАВ: Мидии ""Гигант киви"" - 5 шт, соус яки, соус унаги, кунжут, лимон. КОЛ-ВО: 5 шт",860,В 100 г159.3 ккалБелки7.2 гЖиры9.4 гУглеводы11.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F257%2F358342_9227c18d-9320-4e13-a571-05b74a1f44df.jpg&width=692&height=692
Закуски,Закуски,Мидии запеченные 3 шт,"Крупные мидии ""Гигант киви"" запеченные под нашим фирменным яки соусом обладают нежной сливочной структурой и приятным соево-сладким послевкусием. СОСТАВ: Мидии ""Гигант киви"" - 3 шт, соус яки, соус унаги, кунжут, лимон. КОЛ-ВО: 3 шт",610,В 100 г108.9 ккалБелки4.8 гЖиры6.4 гУглеводы7.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=2&url=%2FNewContent%2FPlates%2Fayamm_%2F258%2F358342_b2635006-69f0-4b75-b74c-0b20944a7f74.jpg&width=692&height=692
Закуски,Закуски,Курица темпура,"150 г

Куриная грудка, тесто темпура, соус Васаби-майо.",330,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Fe2e3a1bc2ea1aa063533e00b9e428278.JPEG&width=1056&height=1056
Закуски,Закуски,Якитори из кальмара,"110 г

Филе кальмара, такуан, соус Якитори",415,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Fb880215a9f619f65ba270c3819d078e4.JPEG&width=1056&height=1056
Закуски,Закуски,"
Якитори из креветок","110 г

Тигровые креветки, такуан, соус Якитори.",415,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Faa931c941e642faf8db8acc1444d5362.JPEG&width=1056&height=1056
Закуски,Закуски,Якитори из курицы,"110 г

Куриная грудка, такуан, соус Якитори.",370,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Fff32f551ecf4f64f524efa4a3ff5ffc4.JPEG&width=1056&height=1056
Закуски,Закуски,Мидии в сливочно-сырном соусе,"290 г

Мидии в створках, сыр Дор Блю, сливки, бульон куриный, вино, масло сливочное, масло раст, кинза, лук репчатый, чеснок, чиабатта.",960,"231.10

ККал

9.40

Белки

8.40

Углеводы

17.80

Жиры

На 100 грамм *",https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2Fb3d135bb098a3dc3b2a618379963f56d.JPEG&folder=ayamm&width=751&height=751
🔥Спец предложения🔥,🔥Спец предложения🔥,Салат с лососем и фруктами,"Лосось, микс салата, шпинат, ананас, манго, авокадо, лепестки миндаля, ореховый соус, соус манго-апельсин.ВЕС: 130 г

",600,"В 100 г135.30ККал 7.20Белки 5.30Углеводы 9.50 Жиры
",https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Ff0dddc5f03aef667e4f29c592c13ddac.JPEG&width=1056&height=1056
🔥Спец предложения🔥,🔥Спец предложения🔥,Хот фиш с курицей,"Курица, рис, водоросли нори, кляр, сухари панко, крабовое мясо, водоросли чука, огурцы, авокадо, спайси соус, лук фри, терияки соус. ВЕС: 300г",490,В 100г184ККал 6.50Белки 32.40Углеводы 3.20Жиры,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F830f196218f663e31510d23cf73f9b5e.JPEG&width=1056&height=1056
🔥Спец предложения🔥,🔥Спец предложения🔥,"
Хот фиш с лососем","Лосось, рис, водоросли нори, кляр, сухари панко, крабовое мясо, водоросли чука, огурцы, авокадо, соут спайси, лук фри, соус терияки.ВЕС:300г",530,В 100г185.90ККал 6.60Белки 32.40Углеводы 3.30Жиры,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F830f196218f663e31510d23cf73f9b5e.JPEG&width=1056&height=1056
🔥Спец предложения🔥,🔥Спец предложения🔥,Шоколадный торт,"Бисквит шоколадный, крем шоколад, глазурь, соус смородиновый.ВЕС:110г",310,В 100г339.30ККал 7.40Белки 37.60Углеводы 17.70Жиры,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F91c65aac46072bdc55f936bbb8a43982.JPEG&width=1056&height=1056
🔥Спец предложения🔥,🔥Спец предложения🔥,"
Зеленый салат","Шпинат, авокадо, помело, яблоки, брокколи, огурцы, семена тыквы, соус песто из кинзы. ВЕС:160г",440,В 100г 169.30ККал 4.40Белки 5.80 Углеводы 14.30Жиры,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F4f455a1b1d639ff2de9515c8a0fe2ccc.JPEG&width=1056&height=1056
🔥Спец предложения🔥,🔥Спец предложения🔥,"
Бао с лососем","Паровая булочка Бао, лосось, огурцы, капуста пекинская, соус ореховый, соус хойсин, соус наршараб, масло чили, кинза, кунжут. ВЕС: 180г",390,"181.40

ККал

6.40

Белки

20.20

Углеводы

8.30

Жиры

На 100 грамм *",https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2Fc31bfc22d5ef37fad3aa102d8c656abe.JPEG&folder=ayamm&width=1056&height=1056
